Regionale kerncijfers Nederland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Onderwerpen;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Bevolking;Onderwijs;Onderwijs;Onderwijs;Onderwijs;Onderwijs;Onderwijs;Onderwijs;Onderwijs;Onderwijs;Onderwijs;Onderwijs;Onderwijs;Arbeid;Arbeid;Arbeid;Arbeid;Arbeid;Arbeid;Arbeid;Arbeid;Arbeid;Inkomen voorgaand jaar;Inkomen voorgaand jaar;Inkomen voorgaand jaar;Inkomen voorgaand jaar;Inkomen voorgaand jaar;Inkomen voorgaand jaar;Inkomen voorgaand jaar;Inkomen voorgaand jaar;Sociale zekerheid;Sociale zekerheid;Sociale zekerheid;Sociale zekerheid;Sociale zekerheid;Sociale zekerheid;Sociale zekerheid;Sociale zekerheid;Sociale zekerheid;Sociale zekerheid;Sociale zekerheid;Sociale zekerheid;Verkeer en vervoer;Verkeer en vervoer;Verkeer en vervoer;Verkeer en vervoer;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik;Milieu en bodemgebruik
Groningen (PV);2008;573459;284678;288781;5.1;5.6;5.5;6.3;8;27.3;27;11;4.2;87.6;12.4;6.8;5.5;0.3;0.8;1.1;0.8;2.6;5908;10.3;5278;9.2;1596;1649;539;195;1299;49683;1368;2414;29952;13625;6180;19270;19907;5167;6023;3108;1996;249.9;1.6;42.9;109.4;96.1;1;17;44;38;25.5;31.4;18.9;25.1;29.4;31.8;30.8;29.5;54960;54170;790;8350;16590;680;15020;30370;18940;1240;8570;.;424;397;39;44;331000;137000;23000;49000;42000;2960.03;2333.28;626.75;69.82;556.93;1463;6414;15711;3935;3823;188340;14316;2.8;6.8;1.7;1.6;81;6.2;11;27;7;7;328;25
Groningen (PV);2009;574092;284981;289111;5;5.5;5.5;6.3;8.2;26.7;27.3;11.2;4.2;87.4;12.6;7;5.6;0.3;0.8;1.1;0.8;2.7;5910;10.3;5231;9.1;1605;1530;501;240;1355;49030;1365;2418;29981;14150;5772;20085;21223;5280;7670;3256;1994;249.2;1.6;42.1;106;99.4;1;17;43;40;26.6;32.7;19.8;26.3;30.7;33.4;31.9;30.4;59610;58800;820;11360;17990;710;16250;30550;17870;1640;9230;.;431;403;40;48;326000;134000;22000;49000;41000;2960.06;2325.77;634.29;77.56;556.73;1469; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Groningen (PV);2010;576668;286495;290173;5;5.4;5.5;6.3;8.4;26.2;27.5;11.5;4.2;87.1;12.9;7.1;5.8;0.3;0.8;1.1;0.8;2.8;5732;9.9;5331;9.2;1689;1577;458;185;1422;48156;1394;2381;30114;14295;5665;20517;21739;5165;6459;3180;2118;249.2;1.8;42;104.3;101.2;1;17;42;41;27.1;33.1;20.6;27.1;31.2;33.7;32.6;30.4;60540;59750;790;10900;19440;790;17480;30300;16500;2120;9710;.;436;408;41;52;319000;132000;20000;47000;41000;2960.05;2325.77;634.28;77.55;556.73;1497;6589;15782;4259;3763;187642;14432;2.8;6.8;1.8;1.6;80.7;6.2;11;27;7;7;325;25
Groningen (PV);2011;579036;287924;291112;5;5.3;5.5;6.3;8.6;25.8;27.6;11.7;4.3;86.8;13.2;7.2;6;0.3;0.9;1.1;0.8;2.9;5853;10.1;5249;9.1;1656;1550;468;217;1358;47267;1375;2341;30147;14358;5151;20764;22024;5113;6346;3337;2321;249;1.7;40.7;103.9;102.6;1;16;42;41;27.5;33.4;21;27.2;31.8;33.9;33.2;30.4;61110;60290;830;11000;20050;830;18100;30120;15020;2660;10270;.;440;413;42;55;323000;130000;21000;53000;39000;2959.63;2325.42;634.21;77.84;556.37;1512; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Groningen (PV);2012;580875;288754;292121;4.9;5.1;5.5;6.2;8.8;25.5;27.4;12.3;4.3;86.5;13.5;7.4;6.1;0.3;0.9;1.1;0.8;3;5604;9.6;5460;9.4;1763;1529;523;217;1428;46311;1369;2331;30338;14751;4652;20988;21983;5140;6332;2998;2154;240.7;1.7;39.8;100.7;98.5;1;17;42;41;27.9;33.9;21.4;27.4;32.4;34.6;33.8;30.5;64030;63210;820;13250;20850;820;18960;30080;13630;3130;10960;.;445;417;43;56;315000;131000;18000;53000;38000;2959.63;2325.42;634.21;77.84;556.37;1539;6485;16048;4195;3848;187482;14455;2.8;6.9;1.8;1.7;80.6;6.2;11;28;7;7;323;25
Groningen (PV);2013;581705;289275;292430;4.9;5;5.5;6.2;8.8;25.2;27.2;12.8;4.3;86.3;13.7;7.6;6.2;0.3;0.9;1.1;0.8;3.1;5326;9.1;5387;9.3;1679;1533;452;251;1472;45484;1363;2297;30823;15057;4190;21892;21811;5243;6478;3052;2149;238.6;1.7;37.8;99.1;100;1;16;42;42;28.1;34;21.7;27.3;32.7;34.7;34.1;30.5;166880;64960;101910;14610;22830;850;20740;28610;12330;3540;10120;101860;446;417;43;57;298000;123000;16000;48000;35000;2959.63;2324.66;634.98;80.69;554.28;1549; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Groningen (PV);2014;582728;289820;292908;4.8;4.9;5.5;6.3;8.9;24.8;27.1;13.2;4.4;86;14;7.7;6.4;0.3;0.9;1.1;0.8;3.3;5414;9.3;5325;9.1;1695;1539;395;233;1463;44837;1352;2252;31147;15254;3396;22247;22128;5543;6368;3183;2183;239.3;1.6;36.1;101.3;100.3;1;15;42;42;28.6;34.6;22.2;27.5;33.4;35.4;35;30.8;170260;66280;103980;14800;23690;890;21460;28950;11310;3910;10860;103920;444;416;43;57;290000;121000;14000;50000;33000;2959.63;2324.66;634.98;80.69;554.29;1572; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Groningen (PV);2015;583942;290840;293102;4.7;4.9;5.4;6.3;9;24.5;27.2;13.6;4.5;85.7;14.3;7.7;6.7;0.3;0.9;1.1;0.8;3.6;5329;9.1;5481;9.4;1725;1535;446;222;1553;44219;1246;2165;31474;15495;3293;22347;21226;5660;5886;3211;2132;246.5;1.6;35.7;109.7;99.5;1;14;45;40;29.1;35;22.7;27.8;34;35.9;35.8;31.8;171360;65820;105540;14130;24240;990;21780;28610;10440;4160;10800;105480;445;417;43;58;287000;114000;15000;50000;33000;2959.64;2324.67;634.98;80.69;554.29;1625; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Friesland (PV);2005;642977;321235;321742;6.3;6.3;6.4;6.3;5.9;27.5;26.4;11;3.8;91.6;8.4;4.7;3.7;0.3;0.3;0.4;0.3;2.3;7377;11.5;5606;8.7;1696;1871;543;240;1256;62685;2143;2350;36570;18681;4245;16225;1914;7172;6677;2570;227; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;407;388;37; ;408000;140000;23000;74000;55000;5740.87;3349.26;2391.61;650.54;1741.07;853; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Friesland (PV);2006;642230;320611;321619;6.1;6.3;6.3;6.3;5.8;27.2;26.8;11.2;3.9;91.8;8.2;4.7;3.5;0.3;0.3;0.4;0.2;2.1;7233;11.3;5923;9.2;1780;1841;600;232;1470;62815;2050;2377;36770;18764;4763;16511;1862;7094;6957;2523;282; ; ; ; ; ; ; ; ; ;23.5;29.6;16.5;23.4;26.8;28.9;28.6;27.3; ; ; ; ; ; ; ; ; ; ; ; ;417;398;38; ;415000;139000;25000;72000;57000;5748.74;3341.7;2407.04;653.39;1753.65;858;8666;16671;2905;4864;262091;38896;2.6;5;0.9;1.5;78.4;11.6;13;26;5;8;408;61
Friesland (PV);2007;642209;320383;321826;6;6.4;6.3;6.3;5.8;26.7;27.3;11.4;4;91.9;8.1;4.7;3.4;0.3;0.3;0.4;0.3;2.1;7059;11;5448;8.5;1701;1689;568;211;1279;63309;2008;2422;37975;17922;5463;16779;1974;7247;7190;2529;217; ; ; ; ; ; ; ; ; ;24.3;30.7;17;24.2;28;30.1;29.6;28.9;51150;50550;600;9600;12960;460;11630;29500;19070;600;7820;.;428;407;40;41;432000;144000;26000;75000;58000;5748.74;3341.7;2407.04;653.39;1753.65;867; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Friesland (PV);2008;643189;321102;322087;5.8;6.4;6.2;6.2;5.7;26.3;27.6;11.6;4;91.8;8.2;4.7;3.5;0.3;0.3;0.5;0.3;2.1;7026;10.9;5574;8.7;1794;1680;515;222;1363;63290;2030;2408;37929;17412;6021;17244;2107;7007;7352;2430;225;254.6;2.5;47.2;111.9;92.9;1;19;44;36;25.2;31.9;17.6;25;29.3;31.3;30.4;30.7;49750;49150;600;8810;12680;500;11280;28810;17720;950;8230;.;438;417;41;44;423000;143000;23000;74000;57000;5748.74;3341.7;2407.04;653.39;1753.65;879;8618;16987;3093;4989;261199;39110;2.6;5.1;0.9;1.5;78.2;11.7;13;26;5;8;406;61
Friesland (PV);2009;644811;322015;322796;5.7;6.4;6.2;6.3;5.7;25.8;27.9;11.9;4.1;91.7;8.3;4.8;3.5;0.3;0.3;0.5;0.3;2.2;7109;11;5624;8.7;1748;1724;513;194;1445;62782;2058;2409;38214;17975;5754;17927;2205;7166;9536;2430;207;250.6;2.9;46.8;106.4;94.5;1;19;42;38;26.2;33.1;18.5;26.3;30.4;32.6;31.8;31.8;55280;54630;650;13150;14230;540;12570;28450;16500;1280;8810;.;447;425;42;47;418000;142000;22000;77000;53000;5748.74;3340.94;2407.81;656.21;1751.6;882; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Friesland (PV);2010;646305;322911;323394;5.6;6.3;6.2;6.3;5.7;25.3;28.1;12.3;4.2;91.5;8.5;4.8;3.6;0.3;0.3;0.5;0.3;2.2;7012;10.8;5588;8.6;1820;1648;521;234;1365;62184;2038;2366;38065;18630;5784;18432;2251;7105;7902;2360;286;258.2;2.8;46.6;108.8;99.9;1;18;42;39;26.5;33.1;19.1;26.5;30.6;32.7;31.7;31.5;56140;55540;600;13120;15410;600;13650;28000;15130;1650;9330;.;454;432;43;50;409000;137000;21000;77000;53000;5748.75;3340.94;2407.81;656.22;1751.6;886;8838;17282;3015;5003;260184;38211;2.7;5.2;0.9;1.5;78.2;11.5;14;27;5;8;403;59
Friesland (PV);2011;647282;323439;323843;5.5;6.2;6.3;6.2;5.8;24.8;28.3;12.6;4.3;91.4;8.6;4.9;3.7;0.3;0.3;0.5;0.3;2.2;6655;10.3;5606;8.7;1794;1705;481;246;1380;61155;2009;2305;38428;18673;4996;18629;2241;6948;8001;2506;319;258.4;2.8;45.6;110.2;99.7;1;18;43;39;26.7;33.3;19.5;26.5;31.1;33;32.1;31.4;58070;57440;640;13960;17240;640;15350;27240;13620;2010;9720;.;462;440;45;54;411000;136000;19000;82000;51000;5748.76;3339.95;2408.82;657.35;1751.46;885; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Friesland (PV);2012;647214;323495;323719;5.4;6;6.4;6.2;5.8;24.3;28.2;13.3;4.4;91.3;8.7;5;3.7;0.3;0.4;0.5;0.3;2.3;6502;10;5882;9.1;1917;1706;582;216;1461;59941;1890;2314;38860;18548;5213;18477;2071;7120;8397;2189;341;253.1;2.9;43.2;108.8;98.2;1;17;43;39;27.2;33.8;19.9;26.8;31.9;33.6;32.7;31.6;62220;61600;620;17350;18680;620;16720;26660;12270;2290;10160;.;470;447;46;56;402000;132000;18000;81000;49000;5748.76;3339.95;2408.82;657.35;1751.46;898;8436;17607;2989;5251;259759;38322;2.5;5.3;0.9;1.6;78.2;11.5;13;27;5;8;401;59
Friesland (PV);2013;646862;323442;323420;5.3;5.9;6.4;6.1;5.7;23.9;28.2;13.9;4.5;91.3;8.7;5;3.8;0.3;0.4;0.5;0.3;2.3;6263;9.7;5937;9.2;1817;1636;544;261;1679;58794;1811;2312;39279;18833;4717;19246;2040;7134;8257;2123;272;242.1;2.8;40.1;103.9;95.3;1;17;43;39;27.3;33.9;20.2;26.7;32.1;33.9;33;31.7;185530;63850;121680;19260;20310;620;18210;25390;11050;2560;9600;121640;473;450;46;57;385000;129000;17000;77000;44000;5748.76;3325.32;2423.44;662.42;1761.01;894; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Friesland (PV);2014;646317;323242;323075;5.2;5.7;6.4;6.2;5.7;23.4;28.3;14.4;4.6;91.2;8.8;5;3.9;0.3;0.4;0.5;0.3;2.4;6310;9.8;5783;8.9;1925;1656;415;269;1518;57696;1821;2368;39597;19237;3946;19445;1966;7482;8178;2213;297;242.2;2.5;40.7;103.9;95;1;17;43;39;27.7;34.3;20.6;26.9;32.5;34.3;33.7;31.9;188740;64150;124590;18660;21230;640;18920;25380;10040;2830;10140;124550;474;451;47;58;388000;129000;17000;83000;43000;5748.76;3325.32;2423.44;662.42;1761.01;898; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Friesland (PV);2015;646257;323398;322859;5.1;5.7;6.4;6.2;5.7;22.9;28.5;14.8;4.7;91;9;5;4;0.3;0.4;0.5;0.3;2.5;6011;9.3;6059;9.4;1937;1683;464;278;1697;56539;1728;2264;40042;19304;3901;19033;2074;7765;7296;2222;233;246.6;2.6;41;109;94;1;17;44;38;28.4;35.1;21.2;27.1;33.2;35.5;34.8;33.2;189980;63130;126840;17430;22100;750;19480;24730;9070;2980;10110;126800;477;453;47;59;390000;128000;17000;80000;41000;5748.76;3325.32;2423.44;662.42;1761.01;960; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Drenthe (PV);2005;483369;239152;244217;6;6.2;6.2;5.9;4.7;27;27.8;12.1;4;91.4;8.6;5.6;3;0.3;0.2;0.4;0.3;1.8;5099;10.5;4349;9;1298;1403;450;166;1032;47353;1280;966;26937;12226;4382;7473;1449;5018;4937;1068;150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;448;427;43; ;315000;115000;25000;68000;35000;2680.37;2641.98;38.38;38.38;0;694; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Drenthe (PV);2006;484481;239540;244941;5.9;6.3;6.2;5.9;4.7;26.4;28.3;12.3;4.1;91.5;8.5;5.5;3;0.3;0.2;0.4;0.3;1.8;5013;10.3;4346;9;1257;1363;474;171;1081;47848;1140;1016;27275;12295;4458;7618;1449;5412;4841;1115;235; ; ; ; ; ; ; ; ; ;24.3;30.9;16.8;23.8;27.5;30.3;29.8;28.5; ; ; ; ; ; ; ; ; ; ; ; ;456;434;45; ;304000;116000;21000;66000;35000;2680.37;2641.09;39.28;39.28;0;699;6836;14215;2652;4943;191758;43493;2.6;5.4;1;1.9;72.7;16.5;14;29;5;10;396;90
Drenthe (PV);2007;486197;240416;245781;5.7;6.4;6.2;5.9;4.7;25.9;28.7;12.4;4.2;91.4;8.6;5.5;3;0.3;0.2;0.4;0.4;1.8;4858;10;4392;9;1403;1340;444;155;1050;48223;1103;1119;28253;12050;5084;7708;1380;5335;5375;1105;141; ; ; ; ; ; ; ; ; ;25;31.9;17.3;24.5;28.7;31.4;30.6;29.9;42400;42000;400;7360;8870;310;7820;26930;18420;770;6100;.;464;442;46;36;305000;114000;18000;66000;35000;2680.37;2641.09;39.28;39.28;0;702; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Drenthe (PV);2008;488135;241209;246926;5.5;6.4;6.2;5.9;4.7;25.3;29.1;12.6;4.3;91.4;8.6;5.6;3;0.3;0.2;0.4;0.3;1.8;4914;10;4513;9.2;1429;1363;422;138;1161;47976;1201;1122;28435;11664;5449;7988;1453;5123;5466;1154;122;195.8;2.3;39.4;82.6;71.5;1;20;42;37;26;33.1;18.1;25.5;30;32.3;31.8;31.8;42050;41600;450;7130;8880;350;7720;26570;17290;1220;6410;.;474;450;48;39;306000;116000;17000;66000;39000;2680.37;2641.09;39.28;39.28;0;706;6883;14597;2492;5082;191328;43510;2.6;5.5;0.9;1.9;72.5;16.5;14;30;5;10;392;89
Drenthe (PV);2009;489918;242071;247847;5.4;6.3;6.2;5.8;4.7;24.8;29.4;12.9;4.4;91.3;8.7;5.6;3.1;0.3;0.2;0.4;0.3;1.9;5022;10.2;4524;9.2;1447;1303;477;180;1117;48091;1198;1143;28781;11959;5239;8330;1454;5203;6687;1169;124;193.1;2.4;36.9;78.4;75.5;1;19;41;39;26.9;34.3;18.9;26.4;31.4;33.6;33;32.7;46690;46220;470;10070;10370;380;9050;26750;16320;1710;6990;.;484;458;49;42;300000;115000;15000;66000;37000;2680.34;2638.94;41.4;41.4;0;715; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Drenthe (PV);2010;490981;242778;248203;5.3;6.2;6.3;5.9;4.7;24.2;29.6;13.2;4.6;91.1;8.9;5.6;3.2;0.3;0.3;0.4;0.4;2;4750;9.7;4616;9.4;1429;1362;439;191;1195;47534;1229;1096;29129;12226;5357;8591;1580;5176;5821;1159;175;193.7;2.3;34.7;78.5;78.2;1;18;41;40;27.5;34.8;19.5;26.6;31.9;34.5;33.4;32.8;47470;47040;430;10040;11240;430;9880;26540;15180;2200;7340;.;489;464;51;46;299000;113000;14000;65000;40000;2680.34;2638.94;41.4;41.4;0;726;7074;14796;2619;5097;189759;44254;2.7;5.6;1;1.9;72;16.8;14;30;5;10;386;90
Drenthe (PV);2011;491411;243084;248327;5.2;6.1;6.4;5.8;4.7;23.7;30;13.5;4.7;91;9;5.6;3.3;0.3;0.2;0.4;0.4;2;4616;9.4;4667;9.5;1467;1365;446;195;1194;46344;1252;1115;29785;12006;5188;8473;1597;5356;5853;1230;192;196.1;.;.;82.8;.;.;.;42;.;27.7;35.1;19.9;26.8;32.2;34.8;33.8;32.7;47190;46730;450;9730;11670;450;10310;26100;13800;2660;7660;.;499;473;52;49;298000;116000;11000;70000;36000;2680.41;2638.95;41.46;41.46;0;723; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Drenthe (PV);2012;490807;243134;247673;5.1;5.9;6.4;5.9;4.6;23.2;29.9;14.2;4.8;91;9;5.6;3.4;0.3;0.3;0.4;0.4;2;4406;9;4840;9.9;1563;1341;466;207;1263;45383;1183;1089;30253;12110;5050;8333;1524;5379;6045;1023;173;193.6;2.2;.;81.1;.;1;.;42;.;28.2;35.6;20.2;27;32.8;35.3;34.4;32.8;49860;49390;470;12400;12320;460;10790;25610;12480;3110;8000;.;508;480;53;51;288000;114000;9000;68000;33000;2680.41;2638.95;41.46;41.46;0;727;7058;15191;2217;5355;188710;44897;2.7;5.8;0.8;2;71.6;17;14;31;5;11;384;91
Drenthe (PV);2013;489918;242757;247161;5;5.7;6.5;5.9;4.6;22.8;29.8;14.8;4.9;90.9;9.1;5.6;3.4;0.3;0.3;0.4;0.4;2.1;4174;8.5;4789;9.8;1553;1348;402;215;1271;44337;1126;1133;30665;12409;4311;8637;1501;5604;5681;1124;211;190.5;2.2;.;79.6;.;1;.;42;.;28.4;35.8;20.6;26.9;33.1;35.7;34.8;33.1;149560;50320;99240;13500;13320;480;11720;24470;11300;3470;7450;99190;509;484;53;52;280000;110000;8000;67000;32000;2680.41;2636.04;44.37;44.37;0;738; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Drenthe (PV);2014;488988;242230;246758;4.8;5.6;6.5;5.9;4.6;22.3;29.9;15.4;5;90.8;9.2;5.7;3.5;0.3;0.3;0.4;0.4;2.2;4302;8.8;4617;9.4;1495;1279;343;247;1253;43061;1080;1184;31021;12838;3510;8589;1494;6033;5517;1132;168;194.5;2.3;.;82.9;.;1;.;43;.;28.8;36.3;21;27;33.6;36.4;35.6;33.3;152510;50910;101600;13700;13790;510;12150;24440;10290;3860;7780;101550;511;486;53;54;281000;107000;8000;70000;32000;2680.41;2636.04;44.37;44.37;0;742; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Drenthe (PV);2015;488576;242262;246314;4.7;5.5;6.4;6;4.6;21.8;30.1;15.8;5.2;90.7;9.3;5.7;3.6;0.3;0.3;0.4;0.4;2.3;4029;8.2;4975;10.2;1554;1368;428;242;1383;42298;997;1088;30907;13078;3263;8466;1581;5942;5063;1048;207;195.5;2.3;.;86;.;1;.;44;.;29.4;36.9;21.6;27.3;34;37;36.8;34.5;153820;50280;103540;13220;14000;580;12160;23980;9440;4020;7720;103480;513;489;53;56;283000;104000;9000;70000;31000;2680.43;2636.06;44.37;44.37;0;798; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Overijssel (PV);2005;1109432;554039;555393;6.7;6.3;6.4;6.3;6.2;28.9;25;10.7;3.4;86.2;13.8;6.9;6.8;0.4;0.4;0.5;3.1;2.6;13942;12.5;9382;8.4;2728;3055;1058;362;2179;111039;3821;4944;63567;27660;10345;27308;9072;12341;12316;4488;1147; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;423;394;39; ;583000;255000;39000;97000;79000;3420.86;3326.73;94.13;94.13;0;1191; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Overijssel (PV);2006;1113529;556103;557426;6.5;6.5;6.3;6.3;6.2;28.5;25.4;10.8;3.5;86.2;13.8;6.9;6.9;0.4;0.4;0.5;3.1;2.6;13667;12.3;9404;8.4;2774;2991;1001;373;2265;112057;3619;5154;64004;28112;10746;27683;9324;12564;12410;4632;1192; ; ; ; ; ; ; ; ; ;24.2;30.7;16.7;24.6;27.9;29.9;29;29; ; ; ; ; ; ; ; ; ; ; ; ;428;399;40; ;582000;253000;40000;92000;82000;3420.86;3325.62;95.25;95.25;0;1200;10219;24273;3172;6867;241525;46463;3.1;7.3;1;2.1;72.6;14;9;22;3;6;217;42
Overijssel (PV);2007;1116374;557539;558835;6.4;6.5;6.3;6.3;6.1;28.1;25.8;10.9;3.5;86.1;13.9;6.9;6.9;0.4;0.4;0.5;3.1;2.6;13368;12;8922;8;2712;2761;977;326;2146;113109;3576;5526;65991;27595;12050;27781;9361;12562;12539;4464;1109; ; ; ; ; ; ; ; ; ;24.8;31.5;17.1;25.3;29.1;30.9;29.8;30.4;91790;89540;2250;13830;20720;2050;18970;57440;38920;1560;13930;.;435;405;41;43;594000;260000;40000;94000;81000;3420.86;3325.62;95.25;95.25;0;1214; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Overijssel (PV);2008;1119994;559411;560583;6.3;6.6;6.3;6.3;6.1;27.6;26.2;11.1;3.6;86.1;13.9;6.9;7;0.4;0.4;0.5;3.1;2.6;13411;11.9;9110;8.1;2825;2672;1054;378;2181;113847;3530;5802;65586;26736;13023;28521;9777;12429;13269;4757;1111;523;4.8;113.7;244.3;160.2;1;22;47;31;25.8;33;17.8;26.3;30.5;32.2;30.8;32.4;89910;87470;2430;12670;20110;2260;18260;56640;36450;2310;14750;.;445;412;41;47;591000;258000;40000;93000;83000;3420.86;3325.62;95.25;95.25;0;1220;10354;24886;2951;7002;240660;46613;3.1;7.5;0.9;2.1;72.4;14;9;22;3;6;215;42
Overijssel (PV);2009;1125435;562419;563016;6.1;6.6;6.2;6.3;6.1;27.1;26.4;11.3;3.7;85.9;14.1;7;7.1;0.4;0.4;0.5;3.1;2.8;13260;11.8;9251;8.2;2863;2771;1066;379;2172;113977;3612;6136;65581;27780;12483;29446;10173;12240;16518;4673;1166;520;5.2;107.4;235.4;172;1;21;45;33;26.8;34.1;18.6;27.5;31.8;33.5;32.1;33.2;100210;97640;2570;20120;22880;2380;20590;56740;34310;3120;15940;.;453;418;42;51;574000;251000;34000;96000;82000;3420.86;3325.18;95.68;95.68;0;1236; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Overijssel (PV);2010;1130345;564960;565385;6;6.6;6.3;6.3;6.2;26.7;26.7;11.5;3.8;85.8;14.2;7;7.2;0.4;0.4;0.5;3.1;2.9;13180;11.6;9269;8.2;2973;2692;916;376;2312;113175;3703;6435;65879;28409;12325;30259;10356;12014;13763;4570;1170;525;5.4;108.4;232.3;179;1;21;44;34;27.2;34.5;19.3;28;32.3;34;32.6;33.2;101020;98490;2530;19520;24340;2520;21870;56290;31780;4080;16900;.;457;424;43;54;561000;239000;34000;91000;80000;3420.86;3325.18;95.68;95.68;0;1244;10640;25200;3440;6985;239955;46049;3.2;7.6;1;2.1;72.2;13.9;9;22;3;6;212;41
Overijssel (PV);2011;1134465;566903;567562;5.9;6.4;6.4;6.2;6.2;26.2;27;11.6;4;85.7;14.3;7;7.3;0.4;0.4;0.5;3.1;2.9;12651;11.1;9235;8.1;3003;2541;1072;367;2252;112239;3595;6627;66879;28170;12497;30633;10645;11836;14776;4786;1307;534;5.2;107.8;237.9;183.1;1;20;45;34;27.6;34.8;19.7;28;32.7;34.4;33.1;33.2;101420;98760;2660;19360;24920;2660;22520;56070;29140;5170;17900;.;463;430;44;57;565000;238000;33000;95000;77000;3420.71;3324.49;96.22;96.22;0;1248; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Overijssel (PV);2012;1137668;568764;568904;5.8;6.3;6.5;6.1;6.2;25.9;27;12.1;4.1;85.6;14.4;7;7.4;0.4;0.4;0.5;3.1;3;12367;10.9;9421;8.3;3039;2552;1076;452;2302;110772;3472;6830;67941;28524;11630;30435;10366;12344;15068;4301;1197;524.6;5.3;104.4;232;183;1;20;44;35;28;35.3;20.1;28.3;33.4;35;33.7;33.2;108440;105780;2660;25880;25970;2640;23570;55750;26570;6180;18920;.;470;436;45;59;546000;224000;26000;99000;75000;3420.71;3324.49;96.22;96.22;0;1247;10589;25642;3710;7102;239298;45892;3.2;7.7;1.1;2.1;72;13.8;9;23;3;6;210;40
Overijssel (PV);2013;1139350;569690;569660;5.7;6.2;6.5;6.1;6.2;25.5;27;12.6;4.2;85.6;14.4;7;7.4;0.4;0.4;0.5;3.1;3.1;12151;10.7;9753;8.6;2964;2683;946;431;2729;108912;3301;6673;69193;29537;10108;31547;10250;12605;14733;4523;1269;512.6;5.3;100.3;224.3;182.7;1;20;44;36;28.3;35.6;20.4;28.4;33.8;35.4;34.1;33.5;307420;111400;196020;31120;28620;2700;26030;53650;24090;7090;17830;195800;472;437;45;60;527000;208000;22000;102000;73000;3420.71;3322.54;98.17;98.17;0;1245; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
